Date,Season,G,Tm,@,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,MP-binned,GmSc/min,PM/min,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
12/29/2012,10,28,MIA,@,MIL,L (-19),36.483333333,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,2,26,18.6,-8,Average,0.509821836,-0.219278209,95.8,105.6,-9.8,43.8,1.17,20,2.7,11.4,7.4,17.1,57.5,58.6,33.3,94.07,16.1
12/31/2012,10,29,MIA,@,ORL,W (+2),47.883333333,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,2,36,31.9,4,Above,0.666202576,0.083536373,121.2,117.9,3.3,39.3,3.67,25.6,2.3,16.3,9.2,7,47.7,62,33,84.71,21.5
1/2/2013,10,30,MIA,,DAL,W (+10),42.016666667,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,0,32,31.6,12,Average,0.752082507,0.285600952,116.1,104.7,11.4,37.5,2.25,24.3,2.6,27.5,15.4,10.8,57.5,64.4,30.1,98.25,24.1
1/4/2013,10,31,MIA,,CHI,L (-7),41.083333333,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,2,30,23.6,-18,Average,0.574442191,-0.438133874,94.6,117.3,-22.7,14.3,1,8.3,0,15.8,8.5,8.3,60.7,71.3,27.5,87.04,21.9
1/6/2013,10,32,MIA,,WAS,W (+28),34.95,9,17,0.529,2,3,0.667,4,4,1,1,1,2,7,0,1,1,0,24,21.3,26,Below,0.609442060,0.743919886,120.3,81,39.4,33.3,7,25.9,3,2.6,2.8,3.7,58.8,64,27.4,87.21,19.6
1/8/2013,10,33,MIA,@,IND,L (-10),42.6,10,20,0.5,1,1,1,1,4,0.25,3,7,10,4,1,2,7,2,22,12.4,-5,Above,0.291079812,-0.117370892,97.3,102.7,-5.4,25,0.57,12.1,8.1,12.3,10.6,21.2,52.5,50.6,35.4,82.82,14.6
1/10/2013,10,34,MIA,@,POR,L (-2),42.65,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,3,15,11.8,-9,Above,0.276670574,-0.211019930,85.1,97.6,-12.6,39.1,2.25,29,0,21.3,11.8,12.9,40.6,41.2,24.2,96.79,12.8
1/12/2013,10,35,MIA,@,SAC,W (+29),29.133333333,7,10,0.7,0,1,0,6,7,0.857,1,4,5,7,5,2,1,0,20,27.6,28,Below,0.947368421,0.961098398,136.1,91.7,44.4,33.3,7,33.3,4.2,11.4,8.5,4.8,70,76.5,21.2,99.68,24.1
1/14/2013,10,36,MIA,@,UTA,L (-7),43.683333333,13,19,0.684,2,4,0.5,4,4,1,1,3,4,6,3,2,3,5,32,29.1,1,Above,0.666157955,0.022892026,120.8,117.9,2.8,25,2,20.7,3.1,7.3,5.5,10.3,73.7,77.1,27.7,85.16,20.4
1/16/2013,10,37,MIA,@,GSW,W (+17),30.533333333,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,23.7,33,Below,0.776200873,1.080786026,122.2,71,51.3,50,10,31.3,3,19.4,10.9,3.1,57.5,58.6,30.6,98.25,29.9
1/17/2013,10,38,MIA,@,LAL,W (+9),42.066666667,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,2,39,36.9,13,Average,0.877179081,0.309033281,112.2,95.2,17,38.1,4,22.9,0,17.9,9,5.7,70,72.9,31,94.14,33.8
1/23/2013,10,39,MIA,,TOR,W (+7),44.833333333,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,1,31,27,9,Above,0.602230483,0.200743494,124.4,118.1,6.3,42.3,3.67,27.5,2.7,23.7,13.3,7.5,54.3,59.4,28.7,90.47,19.8
1/25/2013,10,40,MIA,,DET,W (+22),33.016666667,9,14,0.643,0,1,0,5,6,0.833,1,6,7,7,1,0,2,0,23,22.8,22,Below,0.690560323,0.666330136,135.6,95.1,40.5,31.8,3.5,26.9,4.5,23.1,14.6,7.7,64.3,69.1,28.4,87.23,24
1/27/2013,10,41,MIA,@,BOS,L (-2),51.933333333,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,34,27.9,-2,Above,0.537227214,-0.038510911,91.8,95.8,-4,33.3,2.33,16.3,7.1,25,15.4,7,50,51.2,31.6,88.73,24.3
1/30/2013,10,42,MIA,@,BRK,W (+20),34.283333333,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,24,19.8,22,Below,0.577540107,0.641711230,122.7,89.4,33.3,30.4,1.75,22.6,6.9,25,15.8,12.9,63.9,60.7,30.8,92.41,20.4
2/1/2013,10,43,MIA,@,IND,L (-13),41.966666667,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,28,20.3,-9,Average,0.483717236,-0.214455917,105.4,120.8,-15.4,15,1,10.7,2.9,16.1,9.1,10.7,55.9,64.1,30.9,83.49,16.3
2/3/2013,10,44,MIA,@,TOR,W (+15),39.733333333,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,1,30,27.9,29,Average,0.702181208,0.729865772,117.3,78.7,38.7,29.2,2.33,22.6,0,18.6,10.8,9.7,65.6,72,28.9,90.6,38.7
2/4/2013,10,45,MIA,,CHA,W (+5),38,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,1,31,30.6,8,Average,0.805263158,0.210526316,115.5,102.8,12.7,38.1,1.6,26.7,0,20,11.1,16.7,92.9,93.1,27.5,90.32,34.5
2/6/2013,10,46,MIA,,HOU,W (+6),36.616666667,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,32,24.9,4,Average,0.680018207,0.109239873,126,118.9,7.1,23.8,1.25,16.1,3.6,14.3,9.5,12.9,69.4,71.4,33.3,96.35,17.5
2/8/2013,10,47,MIA,,LAC,W (+22),30.983333333,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,3,30,26,21,Below,0.839160839,0.677783755,143.9,108.9,34.9,31.6,1.2,23.1,5.3,15.4,11.1,19.2,100,94.7,32.8,87.53,23
2/10/2013,10,48,MIA,,LAL,W (+10),36.25,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,4,32,26.5,7,Average,0.731034483,0.193103448,121.5,112.5,9,20,1,13.8,3.4,20,11.9,13.8,69.4,74.3,34.2,85.41,22.5
2/12/2013,10,49,MIA,,POR,W (+13),38.75,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,0,30,35,21,Average,0.903225806,0.541935484,145.1,115.5,29.6,32.1,9,31,0,21.4,11.8,3.4,76.7,81,25.6,87.95,25.5
2/14/2013,10,50,MIA,@,OKC,W (+10),40.033333333,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,3,39,33.5,15,Average,0.836802664,0.374687760,117.1,100,17.1,30.4,1.75,17.9,7.1,26.5,15.8,10.3,66.7,69.7,33.7,97.72,27
2/20/2013,10,51,MIA,@,ATL,W (+13),39.516666667,8,15,0.533,1,4,0.25,7,8,0.875,0,6,6,11,4,0,2,1,24,27.4,16,Average,0.693378321,0.404892450,107.3,88.9,18.4,47.8,5.5,35.5,0,17.6,8.1,6.5,56.7,64.8,22.7,99,23.7
2/21/2013,10,52,MIA,@,CHI,W (+19),34.483333333,11,15,0.733,1,4,0.25,3,3,1,1,11,12,7,2,0,4,2,26,26,6,Below,0.753987434,0.173997100,89.7,80.9,8.8,46.7,1.75,25.9,3.8,28.2,18.5,14.8,76.7,79.7,27,94.65,41.5
2/23/2013,10,53,MIA,@,PHI,W (+24),31.5,7,12,0.583,1,4,0.25,1,2,0.5,1,9,10,11,2,0,2,1,16,20.7,14,Below,0.657142857,0.444444444,141.1,114,27,45.8,5.5,42.3,4.8,36,21.7,7.7,62.5,62.1,25,86.1,18.8
2/24/2013,10,54,MIA,,CLE,W (+4),38.85,10,19,0.526,0,1,0,8,11,0.727,2,1,3,8,1,0,2,0,28,23.8,6,Average,0.612612613,0.154440154,127.8,121.1,6.7,36.4,4,23.5,6.7,2.9,4.6,5.9,52.6,58.7,32.1,88.34,15.6
2/26/2013,10,55,MIA,,SAC,W (+12),47.75,14,23,0.609,1,2,0.5,11,12,0.917,3,5,8,16,2,1,2,1,40,44.2,11,Above,0.925654450,0.230366492,130.1,122.2,7.9,48.5,8,34.8,8.1,12.2,10.3,4.3,63,70.7,28,91.98,22.8
3/1/2013,10,56,MIA,,MEM,W (+7),42.1,4,14,0.286,2,4,0.5,8,12,0.667,1,7,8,10,2,1,1,1,18,19.3,-1,Above,0.458432304,-0.023752969,105.1,109.1,-4,41.7,10,32.3,2.6,17.1,10,3.2,35.7,46.7,24.4,88.93,16.2
3/3/2013,10,57,MIA,@,NYK,W (+6),42.833333333,12,23,0.522,2,6,0.333,3,6,0.5,3,8,11,7,3,1,2,1,29,27.2,9,Above,0.635019455,0.210116732,105.9,95.3,10.6,29.2,3.5,20,7.3,18.6,13.1,5.7,56.5,56.6,28.9,95.25,24.2
3/4/2013,10,58,MIA,@,MIN,W (+16),34.883333333,9,16,0.563,1,4,0.25,1,1,1,1,9,10,4,3,2,7,3,20,14.8,10,Below,0.424271381,0.286669852,95.8,82.9,12.9,21.1,0.57,14.3,4.8,21.4,15.9,25,59.4,60.8,31.6,97.01,19.7
3/6/2013,10,59,MIA,,ORL,W (+1),38.216666667,7,14,0.5,1,6,0.167,11,12,0.917,0,3,3,2,0,1,2,0,26,19.6,8,Average,0.512865242,0.209332752,105.3,93.4,11.9,10,1,8.3,0,7.1,3.9,8.3,53.6,67.4,25.3,94.83,18.7
3/8/2013,10,60,MIA,,PHI,W (+9),34.233333333,10,17,0.588,2,3,0.667,3,5,0.6,3,7,10,5,1,2,3,2,25,22.6,19,Below,0.660175268,0.555014606,123.1,95.3,27.8,22.7,1.67,18.5,11.5,20.6,16.7,11.1,64.7,65.1,30.6,90.44,19.6
3/10/2013,10,61,MIA,,IND,W (+14),36.35,5,10,0.5,0,0,,3,5,0.6,1,5,6,7,1,1,4,1,13,11.6,23,Average,0.319119670,0.632737276,126.2,89.4,36.8,28,1.75,30.4,4.2,15.6,10.7,17.4,50,53.3,22.9,86.49,14.7
3/12/2013,10,62,MIA,,ATL,W (+17),30.116666667,3,11,0.273,0,2,0,9,12,0.75,3,4,7,7,2,0,4,1,15,13.1,21,Below,0.434975097,0.697288323,110,75,35,35,1.75,25,9.1,12.9,10.9,14.3,27.3,46.1,28.8,95.63,15.2
3/13/2013,10,63,MIA,@,PHI,W (+4),37.233333333,8,19,0.421,1,4,0.25,10,12,0.833,2,5,7,8,2,1,4,1,27,22.9,7,Average,0.615040286,0.188003581,113,106,7.1,40,2,21.6,5.4,14.3,9.7,10.8,44.7,55.6,36.3,87.66,18.1
3/15/2013,10,64,MIA,@,MIL,W (+13),38.233333333,12,24,0.5,0,2,0,4,5,0.8,1,9,10,7,0,1,2,1,28,22.2,5,Average,0.580645161,0.130775937,119.4,112.5,6.9,31.8,3.5,20,2.9,20.9,13,5.7,50,53.4,34.6,90.39,18.8
3/17/2013,10,65,MIA,@,TOR,W (+17),33.833333333,6,12,0.5,2,6,0.333,8,11,0.727,1,11,12,8,2,0,3,1,22,23,10,Below,0.679802956,0.295566502,121.5,104.5,17,36.4,2.67,28.6,4.3,26.8,18.8,10.7,58.3,65.3,29.9,92.93,23.6
3/18/2013,10,66,MIA,@,BOS,W (+2),42.25,16,29,0.552,1,4,0.25,4,6,0.667,1,6,7,12,2,2,5,3,37,30.4,13,Above,0.719526627,0.307692308,108,95.3,12.6,54.5,2.4,25,2.4,16.2,9,10.4,56.9,58.5,35.6,98.84,24.7
3/20/2013,10,67,MIA,@,CLE,W (+3),42.316666667,8,22,0.364,3,7,0.429,6,8,0.75,7,5,12,10,3,2,4,1,25,25.4,1,Above,0.600236314,0.023631351,117.1,115.8,1.3,50,2.5,25,17.9,12.5,15.2,10,43.2,49,33.3,86.21,19.8
3/22/2013,10,68,MIA,,DET,W (+14),39.883333333,12,15,0.8,1,1,1,4,6,0.667,1,7,8,8,2,1,3,1,29,30.2,14,Average,0.757208525,0.351023819,111.7,92.3,19.4,42.1,2.67,28.6,3.1,16.7,10.8,10.7,83.3,82.2,24.4,93.26,29.3
3/24/2013,10,69,MIA,,CHA,W (+32),34.166666667,11,14,0.786,0,1,0,10,11,0.909,0,8,8,10,3,3,4,0,32,36.7,22,Below,1.074146341,0.643902439,118.5,84.6,33.8,62.5,2.5,30.3,0,17.4,10.7,12.1,78.6,84.9,32.9,91.32,41.5
3/25/2013,10,70,MIA,@,ORL,W (+14),38.75,9,16,0.563,0,0,,6,10,0.6,1,8,9,11,1,0,3,2,24,22.8,25,Average,0.588387097,0.645161290,133.3,95.9,37.4,45.8,3.67,32.4,3,19.5,12.2,8.8,56.3,58.8,27.7,90.43,18
3/27/2013,10,71,MIA,@,CHI,L (-4),39.933333333,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,1,32,27.9,2,Average,0.698664441,0.050083472,110.1,109,1.2,13.6,0.75,10.3,0,18.9,9.9,13.8,70.6,73.3,29.9,94.36,22.4
3/29/2013,10,72,MIA,@,NOH,W (+19),32.216666667,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,0,36,30.8,19,Below,0.956026901,0.589756855,121.7,87.1,34.6,40,2,19.4,0,14.3,8.2,9.7,82.5,81.1,39.7,90.88,34.3
4/6/2013,10,73,MIA,,PHI,W (+19),29.7,12,17,0.706,1,2,0.5,2,2,1,0,4,4,5,1,0,1,1,27,24.2,22,Below,0.814814815,0.740740741,130.9,90.9,40,31.3,5,20.8,0,13.3,7.1,4.2,73.5,75.5,29.7,88.89,27.8
4/9/2013,10,74,MIA,,MIL,W (+11),30.066666667,11,16,0.688,0,1,0,6,6,1,1,6,7,7,2,1,3,0,28,28.3,21,Below,0.941241685,0.698447894,103.4,68.4,35,50,2.33,25,3.1,20,11.3,10.7,68.8,75.1,30.4,91.8,41.4
4/12/2013,10,75,MIA,,BOS,W (+8),28.85,8,10,0.8,0,0,,4,4,1,1,5,6,9,0,0,1,1,20,23.3,6,Below,0.807625650,0.207972270,119.6,113,6.7,56.3,9,40.9,4.2,19.2,12,4.5,80,85,22.4,91.51,24.9
4/14/2013,10,76,MIA,,CHI,W (+12),34.85,7,12,0.583,1,1,1,9,12,0.75,0,7,7,6,1,0,3,2,24,20.7,8,Below,0.593974175,0.229555237,122.5,111.3,11.3,26.1,2,23.1,0,19.4,11.9,11.5,62.5,69.4,28.2,97.79,18.4
10/29/2013,11,1,MIA,,CHI,W (+12),38.016666667,5,11,0.455,0,1,0,7,9,0.778,0,6,6,8,1,0,2,0,17,16.9,8,Average,0.444541868,0.210434020,103.7,95,8.7,34.8,4,32,0,14.3,8.1,8,45.5,56.8,19.3,101.64,17
10/30/2013,11,2,MIA,@,PHI,L (-4),36.633333333,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,3,25,21.4,-8,Average,0.584167425,-0.218380346,115.4,125.6,-10.3,54.2,3.25,36.1,0,17.4,6.9,11.1,64.7,66.6,26.7,102.2,15.1
11/1/2013,11,3,MIA,@,BRK,L (-1),42.233333333,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,26,19.9,-3,Above,0.471191792,-0.071033938,103.5,108.3,-4.8,35.3,1.2,18.8,2.9,18.2,10.3,15.6,60.5,61.3,28.9,96.04,19
11/3/2013,11,4,MIA,,WAS,W (+10),34.683333333,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,25,17,16,Below,0.490148967,0.461316675,116.2,94,22.1,25,0.83,18.5,0,7,4.4,22.2,75,77.2,29.7,93.42,17.8
11/5/2013,11,5,MIA,@,TOR,W (+9),36.016666667,13,20,0.65,1,3,0.333,8,8,1,2,6,8,8,0,1,1,2,35,33.9,3,Average,0.941230912,0.083294771,118.5,113.8,4.6,44.4,8,25,5.9,17.1,11.6,3.1,67.5,74.4,30.8,86.63,34.3
11/7/2013,11,6,MIA,,LAC,W (+5),37.15,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,18,10.8,-1,Average,0.290713324,-0.026917900,104.3,107.2,-3,30,1.5,22.2,0,16.7,7.6,14.8,50,53.1,26.6,89.8,10.1
11/9/2013,11,7,MIA,,BOS,L (-1),36.533333333,9,13,0.692,0,0,,7,9,0.778,1,7,8,10,0,0,5,1,25,23.1,5,Average,0.632299270,0.136861314,123.5,114.5,9,43.5,2,32.3,3.8,19.4,12.9,16.1,69.2,73.7,29.6,90.01,20.8
11/12/2013,11,8,MIA,,MIL,W (+23),29.966666667,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,0,33,21.6,14,Below,0.720800890,0.467185762,106.5,82.5,23.9,20,0.67,7.1,0,9.4,5.1,10.7,71.4,69.8,41.3,100.11,23.6
11/15/2013,11,9,MIA,,DAL,W (+6),36.966666667,14,18,0.778,1,1,1,10,11,0.909,0,6,6,4,1,0,6,0,39,31.2,0,Average,0.844003607,0,105.3,105.3,0,28.6,0.67,12.5,0,20,10,18.8,80.6,85.4,34.6,98.68,27.5
11/16/2013,11,10,MIA,@,CHA,W (+16),31.916666667,13,18,0.722,0,0,,4,4,1,1,3,4,7,1,1,3,1,30,27.4,7,Below,0.858485640,0.219321149,115.3,103.4,11.9,58.3,2.33,24.1,5.9,8.3,7.5,10.3,72.2,75.9,35.5,88.73,31.7
11/19/2013,11,11,MIA,,ATL,W (+16),30.7,6,13,0.462,0,0,,1,3,0.333,2,4,6,5,1,0,3,0,13,9.6,14,Below,0.312703583,0.456026059,122,98.3,23.7,21.7,1.67,22.7,9.1,15.4,12.5,13.6,46.2,45.4,27,92.27,10.5
11/20/2013,11,12,MIA,@,ORL,W (+28),29.083333333,5,11,0.455,0,2,0,11,11,1,1,5,6,7,1,1,4,0,21,20.1,23,Below,0.691117479,0.790830946,138.6,94.9,43.7,33.3,1.75,25.9,5.3,20,13.6,14.8,45.5,66.3,30.3,95.72,20.3
11/23/2013,11,13,MIA,,ORL,W (+2),37.583333333,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,0,22,22.5,7,Average,0.598669623,0.186252772,110.7,102.7,8,31.8,2.33,26.9,0,25,13.6,11.5,65.4,68.4,24.1,95.15,22.6
11/25/2013,11,14,MIA,,PHO,W (+15),33.35,11,14,0.786,2,4,0.5,11,11,1,0,5,5,4,1,1,4,0,35,31.6,1,Below,0.947526237,0.029985007,117.2,113.8,3.3,26.7,1,14.8,0,15.2,8.6,14.8,85.7,92.9,33.3,92.83,29.4
11/27/2013,11,15,MIA,@,CLE,W (+11),37.1,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,28,26.3,0,Average,0.708894879,0,93.2,92,1.2,47.1,8,24.2,0,19.5,11,3,50,58.7,33.3,96.41,26.5
11/29/2013,11,16,MIA,@,TOR,W (+7),36.45,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,2,27,20.5,3,Average,0.562414266,0.082304527,92,89.2,2.8,17.6,1,11.5,3.3,13.2,8.8,11.5,67.6,68.7,28.8,98.11,26.4
12/1/2013,11,17,MIA,,CHA,W (+1),38.266666667,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,0,26,22.7,-4,Average,0.593205575,-0.104529617,109.7,115.3,-5.6,20,1.33,16.7,0,13.9,7.7,12.5,65.4,74.7,27.4,90.33,19.4
12/3/2013,11,18,MIA,,DET,L (-10),36.966666667,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,2,23,17.3,-6,Average,0.467989179,-0.162308386,101.3,107.9,-6.6,30,1,20,8.3,6.9,7.7,20,60,62.1,27.6,98.05,13.4
12/5/2013,11,19,MIA,@,CHI,L (-20),33.3,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,2,21,15.2,-21,Below,0.456456456,-0.630630631,91.9,127.9,-35.9,15.4,2,9.1,0,20,8.2,4.5,44.1,51.2,29.9,88.64,16.9
12/7/2013,11,20,MIA,@,MIN,W (+21),30.566666667,9,12,0.75,0,0,,3,5,0.6,4,10,14,8,2,0,7,3,21,20.6,9,Below,0.673936750,0.294438386,98.5,85.9,12.5,47.1,1.14,27.6,16.7,25.6,22.2,24.1,75,73.9,30,101.29,32.7
12/8/2013,11,21,MIA,@,DET,W (+15),35.016666667,10,15,0.667,0,2,0,4,5,0.8,1,6,7,9,2,0,6,2,24,21.1,18,Below,0.602570205,0.514040933,120.8,98.6,22.3,42.9,1.5,28.1,4,17.6,11.9,18.8,66.7,69.8,30.7,97.33,21.2
12/10/2013,11,22,MIA,@,IND,L (-6),38.533333333,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,3,17,12,-2,Average,0.311418685,-0.051903114,94.7,100,-5.3,27.3,1.2,20,2.7,44.8,21.2,16.7,40.6,45.6,29.6,92.16,14.9
12/14/2013,11,23,MIA,,CLE,W (+7),40.616666667,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,25,30,6,Average,0.738613049,0.147722610,120,112.5,7.5,33.3,4.5,32.1,6.3,14.9,11.4,7.1,75,76.2,21.6,94.53,22.3
12/16/2013,11,24,MIA,,UTA,W (+23),33.816666667,13,17,0.765,0,1,0,4,5,0.8,1,8,9,9,1,0,3,1,30,29.9,24,Below,0.884179399,0.709709216,132.8,100,32.8,42.9,3,29,5.3,21.6,16.1,9.7,76.5,78.1,30.6,93.68,27.1
12/18/2013,11,25,MIA,,IND,W (+3),36.233333333,8,14,0.571,1,3,0.333,7,7,1,0,9,9,7,3,0,3,3,24,23.8,16,Average,0.656853726,0.441582337,112.5,89,23.5,31.8,2.33,25.9,0,27.3,14.8,11.1,60.7,70.3,26.3,96.04,26.4
12/20/2013,11,26,MIA,,SAC,W (+19),30.666666667,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,1,18,21.6,14,Below,0.704347826,0.456521739,133.3,111.1,22.2,30.8,8,40,9.5,16,13,5,77.3,75.8,17.6,98.61,16.8
12/23/2013,11,27,MIA,,ATL,W (+2),45.633333333,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,2,38,32.6,-4,Above,0.714390066,-0.087655223,110,114.4,-4.4,28.6,0,16.2,8.9,10.3,9.5,0,64.3,62,30.1,94.67,19.9
12/25/2013,11,28,MIA,@,LAL,W (+6),35.8,7,14,0.5,0,4,0,5,9,0.556,0,8,8,4,0,0,2,2,19,12.8,0,Below,0.357541899,0,105.6,105.6,0,16.7,2,16.7,0,21.1,11,8.3,50,52.9,26,96.54,12.1
12/27/2013,11,29,MIA,@,SAC,L (-5),43.716666667,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,3,33,26.1,-10,Above,0.597026306,-0.228745711,96.6,107.9,-11.2,44.4,4,22.9,0,19.5,10,5.7,60.9,64.4,29.3,97.72,21.3
12/30/2013,11,30,MIA,@,DEN,W (+3),39.733333333,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,26,23.4,4,Average,0.588926174,0.100671141,121.9,118.1,3.9,45.5,2.5,30.3,3.2,13.5,8.8,12.1,70,70.2,29.1,87.58,18.4
1/2/2014,11,31,MIA,,GSW,L (-9),39.566666667,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,0,26,15.3,-11,Average,0.386689132,-0.278011794,111.8,126.2,-14.4,20.8,0.63,15.2,0,16.1,7.6,24.2,65.6,66.6,31.1,102.5,10
1/4/2014,11,32,MIA,@,ORL,W (+16),35.916666667,5,13,0.385,0,1,0,5,8,0.625,1,7,8,8,1,0,3,1,15,12.7,17,Average,0.353596288,0.473317865,117.6,95.9,21.7,30.8,2.67,28.6,4.3,17.9,12.9,10.7,38.5,45.4,26.3,98.23,12.2
1/5/2014,11,33,MIA,,TOR,W (+5),37.783333333,12,18,0.667,0,0,,6,7,0.857,1,3,4,5,1,0,1,1,30,26.5,1,Average,0.701367446,0.026466696,115.3,115.5,-0.2,26.3,5,18.5,3.2,8.8,6.2,3.7,66.7,71.2,27.5,90.84,23.1
1/7/2014,11,34,MIA,,NOP,W (+19),35.25,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,2,0,3,1,32,25.2,19,Below,0.714893617,0.539007092,125.8,95.5,30.2,27.8,1.67,16.1,3.6,5.9,4.8,9.7,65.9,68.6,35.1,90.55,20.6
1/9/2014,11,35,MIA,@,NYK,L (-10),41.416666667,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,2,32,23.9,1,Average,0.577062374,0.024144869,114.7,113.3,1.3,26.1,1,17.6,0,13.9,7.5,17.6,73.5,73.3,35.4,86.92,16.5
1/10/2014,11,36,MIA,@,BRK,L (-9),49.366666667,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,6,36,25.7,-1,Above,0.520594193,-0.020256583,104.9,106.1,-1.2,27.8,1.25,14.7,7.3,9.8,8.5,11.8,61.9,68.5,31.9,79.72,19.2
1/15/2014,11,37,MIA,@,WAS,L (-17),41.066666667,8,18,0.444,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,25,20.9,-15,Average,0.508928571,-0.365259740,102.4,122,-19.5,30.4,1.75,21.2,4.5,19.4,10.7,12.1,44.4,55.8,27.1,96.43,13.9
1/17/2014,11,38,MIA,@,PHI,W (+15),36.516666667,7,13,0.538,0,1,0,7,8,0.875,1,7,8,10,2,1,3,3,21,22.6,17,Average,0.618895482,0.465540849,113.5,89.3,24.2,41.7,3.33,34.5,3.3,14.9,10.4,10.3,53.8,63.6,22.9,97.93,25.9
1/18/2014,11,39,MIA,@,CHA,W (+8),44.866666667,13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,4,34,25.7,13,Above,0.572808321,0.289747400,107.2,92.5,14.7,30,3,15.8,5.4,15.8,10.7,5.3,52,57.8,36,87.19,20.9
1/20/2014,11,40,MIA,@,ATL,L (-7),38.716666667,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,1,30,21.9,0,Average,0.565647869,0,121.5,120,1.5,30,2,18.2,2.9,9.1,5.9,9.1,59.5,61.2,30.3,98.56,13.7
1/21/2014,11,41,MIA,,BOS,W (+7),38.8,10,19,0.526,0,4,0,9,11,0.818,1,7,8,4,2,0,3,1,29,23.1,10,Average,0.595360825,0.257731959,109.9,97.1,12.7,19,1.33,12.9,3.6,16.7,11.4,9.7,52.6,60.8,35.1,87.22,25.3
1/23/2014,11,42,MIA,,LAL,W (+7),37.3,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,1,27,22.2,4,Average,0.595174263,0.107238606,117.3,112,5.3,22.2,1.2,18.8,7.1,28.2,19.4,15.6,66.7,65.2,30.6,96.5,18.6
1/26/2014,11,43,MIA,,SAS,W (+12),27.716666667,8,15,0.533,1,3,0.333,1,1,1,0,7,7,6,1,0,4,4,18,12.4,21,Below,0.447384245,0.757666867,142.6,105.7,36.9,28.6,1.5,24,0,31.8,20,16,56.7,58.3,33.3,92.65,12.5
1/29/2014,11,44,MIA,,OKC,L (-17),42.166666667,12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,1,34,24.8,-17,Above,0.588142292,-0.403162055,101.2,120.5,-19.3,15,1,10,3.2,5.6,4.5,10,62.5,71,29.7,93.91,17.5
